OrderNum	EmpID 	Employee Name	Employee Job Title	Sales Region	OrderDate	OrderType	CustomerType	Customer ID	CustName	CustState	ProdCategory	ProdNumber	ProdName	Quantity	 Price 	Discount	 Order Total 
1108951	900016625	Marshal Alexander	Sales Representative	Southeast	12/27/2021	Retail	Individual	3003	Bryna Cumberpatch	Alabama	Supplements	SP601	Multivitamin - 90 capsules	1	$18.44 	0%	$18.44 
1108952	900019907	Lorrie Ellison	Sales Associate I	Southwest	7/3/2022	Retail	Individual	2274	Pooh Harlick	California	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	1	$8.99 	0%	$8.99 
1108953	900015499	Lauren Skip	Senior Sales Associate	N Central East	7/4/2022	Retail	Individual	1790	Lotti Cridlon	Illinois	Fitness	FT181	Insulated water bottle - 24oz - Purple	1	$19.99 	0%	$19.99 
1108954	900014621	Shantel Francis	Sales Associate II	Northeast	7/4/2022	Retail	Individual	1294	Thorndike Barday	Pennsylvania	Mineral water	MW102	Mineral Water - Natural - 20oz - case	2	$12.99 	0%	$25.98 
1108955	900012995	Brenda Johnson	Senior Sales Representative	Central East	12/28/2021	Wholesale	Business	2343	Ondricka LLC	Tennessee	Mineral water	MW182	Mineral Water - Mango -  20oz - case	71	$14.99 	2%	"$1,064.27 "
1108956	900012203	Christen Barrett	Sales Associate I	S Central East	7/4/2022	Retail	Individual	2650	Margalit Calvie	Louisiana	Mineral water	MW262	Mineral Water - Strawberry - 32oz - case	1	$20.99 	0%	$20.99 
1108957	900018213	Tony Hendricks	Senior Sales Representative	Central East	12/28/2021	Retail	Individual	4018	Billie Barnewille	Kentucky	Supplements	SP603	Calcium 400 IU - 200 tablets	2	$16.99 	0%	$33.98 
1108958	900016111	Edward Loveless	Sales Associate I	N Central West	7/4/2022	Retail	Individual	3302	Boyce Sorton	North Dakota	Supplements	SP601	Multivitamin - 90 capsules	2	$18.44 	0%	$36.88 
1108959	900014055	Daniel Phillips	Sales Associate II	Central East	7/4/2022	Retail	Individual	3351	Karon Lemasney	West Virginia	Supplements	SP604	"Vitamin A 10,000 IU - 75 capsules"	1	$6.85 	0%	$6.85 
1108960	900018483	Kendra Morales	Senior Sales Associate	S Central East	12/28/2021	Retail	Individual	1306	Burnard Stichel	Texas	Supplements	SP201	Calcium 400 IU - 140 tablets	1	$12.99 	0%	$12.99 
1108961	900010428	Cory Hall	Sales Representative	N Central East	7/5/2022	Retail	Individual	3971	Daile Weedenburg	Illinois	Fitness	FT139	Insulated water bottle - 24oz -Blue	1	$19.99 	0%	$19.99 
1108962	900018483	Kendra Morales	Senior Sales Associate	S Central East	7/5/2022	Retail	Individual	2334	Massimo Ells	Texas	Mineral water	MW122	Mineral Water - Blueberry - 32oz - case	3	$20.99 	0%	$62.97 
1108963	900015003	Cynthia Cash	Sales Associate III	Southeast	7/5/2022	Retail	Individual	3963	Harland Sparke	Georgia	Mineral water	MW182	Mineral Water - Mango -  20oz - case	2	$14.99 	0%	$29.98 
1108964	900016111	Edward Loveless	Sales Associate I	N Central West	7/5/2022	Retail	Individual	1510	Halley Brisley	Nebraska	Mineral water	MW232	Mineral Water - Orange - 32oz - case	2	$20.99 	0%	$41.98 
1108965	900018213	Tony Hendricks	Senior Sales Representative	Central East	7/5/2022	Retail	Individual	2630	Robin Kidwell	Tennessee	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1108966	900017067	Christy Beedom	Senior Sales Representative	Southwest	7/5/2022	Retail	Individual	3931	Herold Dunnet	California	Supplements	SP607	Vitamin B-complex - 200 capsules	2	$24.10 	0%	$48.20 
1108967	900013610	Sue Nguyen	Sales Associate I	Northwest	7/6/2022	Wholesale	Business	1618	Bogan LLC	Oregon	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	144	$14.99 	7%	"$2,158.49 "
1108968	900010453	Sean Fetterman	Senior Sales Representative	Central East	12/28/2021	Retail	Individual	3653	Auberta Sweetnam	Tennessee	Fitness	FT172	Insulated water bottle - 24oz - Pink	1	$19.99 	0%	$19.99 
1108969	900016625	Marshal Alexander	Sales Representative	Southeast	7/6/2022	Wholesale	Business	3364	Wilkinson Inc	Florida	Mineral water	MW202	Mineral Water - Natural -  32oz - case	148	$16.99 	15%	"$2,514.37 "
1108970	900012281	Logan Augur	Sales Associate I	S Central West	7/6/2022	Retail	Individual	2188	Darby Doram	Utah	Supplements	SP603	Calcium 400 IU - 200 tablets	2	$16.99 	0%	$33.98 
1108971	900010859	Nick Chen	Sales Representative	S Central East	12/28/2021	Retail	Individual	2620	Jamal Markson	Oklahoma	Fitness	FT139	Slam ball - 25 lb	1	$55.95 	0%	$55.95 
1108972	900012506	Lisa Sanchez	Sales Associate V	N Central East	7/6/2022	Retail	Individual	1898	Ulrica Kopecka	Minnesota	Supplements	SP305	Magnesium 250 mg - 160 tablets	2	$32.65 	0%	$65.30 
1108973	900018712	Dru Clingman	Sales Associate II	S Central East	7/6/2022	Retail	Individual	1214	Cletis Gentreau	Oklahoma	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1108974	900012320	Mary Hamilton	Sales Associate	S Central West	12/28/2021	Retail	Individual	1810	Dareen Kunes	Colorado	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	2	$14.60 	0%	$29.20 
1108975	900016625	Marshal Alexander	Sales Representative	Southeast	7/6/2022	Retail	Individual	2749	Osmond Creane	Florida	Supplements	SP203	Vitamin B-complex - 160 capsules	2	$19.52 	0%	$39.04 
1108976	900014055	Daniel Phillips	Sales Associate II	Central East	7/7/2022	Retail	Individual	1226	Zorah Sarrell	North Carolina	Fitness	FT895	Insulated water bottle - 40oz - Grey	1	$28.79 	0%	$28.79 
1108977	900011079	Marla Phifer	Sales Representative	Southwest	12/28/2021	Retail	Individual	3936	Burk Alvey	California	Supplements	SP125	Vitamin B-complex - 100 capsules	2	$13.45 	0%	$26.90 
1108978	900013621	Hannah Rosenstock	Sales Associate	Southwest	7/7/2022	Retail	Individual	1876	Murray Keys	California	Fitness	FT727	Resistance bands - 10 lb	1	$10.99 	0%	$10.99 
1108979	900012283	Nicole Hansen	Sales Associate	N Central East	7/7/2022	Wholesale	Business	3086	Bergstrom Inc	Illinois	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	151	$14.99 	1%	"$2,263.48 "
1108980	900012281	Logan Augur	Sales Associate I	S Central West	12/28/2021	Retail	Individual	1626	Klemens Bolf	Arizona	Supplements	SP603	Calcium 400 IU - 200 tablets	2	$16.99 	0%	$33.98 
1108981	900015499	Lauren Skip	Senior Sales Associate	N Central East	7/7/2022	Retail	Individual	1901	Nikki Kettlestringe	Kansas	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	1	$14.99 	0%	$14.99 
1108982	900012995	Brenda Johnson	Senior Sales Representative	Central East	7/7/2022	Wholesale	Business	2146	Hahn LLC	District of Columbia	Mineral water	MW122	Mineral Water - Blueberry - 32oz - case	143	$20.99 	9%	"$3,001.48 "
1108983	900016625	Marshal Alexander	Sales Representative	Southeast	7/7/2022	Retail	Individual	1858	Kendell Delleschi	Georgia	Mineral water	MW202	Mineral Water - Natural -  32oz - case	1	$16.99 	0%	$16.99 
1108984	900010428	Cory Hall	Sales Representative	N Central East	7/7/2022	Retail	Individual	2862	Kaspar Tipple	Michigan	Supplements	SP306	Vitamin C-1000 mg - 80 tablets	1	$9.49 	0%	$9.49 
1108985	900016439	Alyssa Jackson	Sales Associate IV	Northeast	7/8/2022	Retail	Individual	3663	Abel Strike	Pennsylvania	Mineral water	MW182	Mineral Water - Mango -  20oz - case	3	$14.99 	0%	$44.97 
1108986	900012506	Lisa Sanchez	Sales Associate V	N Central East	7/8/2022	Retail	Individual	3669	Randee Crinion	Iowa	Mineral water	MW132	Mineral Water - Orange -  20oz - case	5	$14.99 	0%	$74.95 
1108987	900016320	Paul Turner	Sales Associate II	S Central East	7/8/2022	Wholesale	Business	2139	Sipes LLC	Texas	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	151	$14.99 	13%	"$2,263.36 "
1108988	900019334	Mitch White	Sales Associate I	Southeast	7/9/2022	Retail	Individual	3908	Verine Dilgarno	Georgia	Fitness	FT871	Battle rope - 2 inch	1	$120.25 	0%	$120.25 
1108989	900016320	Paul Turner	Sales Associate II	S Central East	12/28/2021	Retail	Individual	2171	Vicky Ilyinski	Oklahoma	Fitness	FT357	Kettlebell - 25 lb	1	$69.99 	0%	$69.99 
1108990	900020001	Morten Shivers	Sales Representative	S Central West	7/9/2022	Retail	Individual	3300	Rebeca Pear	Colorado	Fitness	FT530	Resistance bands - 30 lb	2	$12.99 	0%	$25.98 
1108991	900013610	Sue Nguyen	Sales Associate I	Northwest	7/9/2022	Retail	Individual	3225	Adolphe Volker	Idaho	Mineral water	MW202	Mineral Water - Natural -  32oz - case	7	$16.99 	0%	$118.93 
1108992	900012283	Nicole Hansen	Sales Associate	N Central East	7/9/2022	Retail	Individual	2849	Kaycee Marshfield	Iowa	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1108993	900012506	Lisa Sanchez	Sales Associate V	N Central East	7/9/2022	Retail	Individual	3286	Robby Dury	Wisconsin	Supplements	SP123	Magnesium 250 mg - 100 tablets	1	$22.35 	0%	$22.35 
1108994	900015003	Cynthia Cash	Sales Associate III	Southeast	7/9/2022	Retail	Individual	1310	Bria Bartosch	Georgia	Supplements	SP303	Multivitamin - 120 capsules	2	$21.60 	0%	$43.20 
1108995	900013649	John Ashwin	Senior Sales Representative	Central East	7/9/2022	Retail	Individual	2362	Trudy Plowman	North Carolina	Supplements	SP604	"Vitamin A 10,000 IU - 75 capsules"	1	$6.85 	0%	$6.85 
1108996	900012203	Christen Barrett	Sales Associate I	S Central East	7/9/2022	Retail	Individual	1525	Shannon Iacapucci	New Mexico	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	1	$6.99 	0%	$6.99 
1108997	900018684	Vincent Wright	Sales Associate IV	N Central East	7/9/2022	Wholesale	Business	2538	Hickle Bakery	Indiana	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	176	$8.99 	10%	"$1,582.14 "
1108998	900013610	Sue Nguyen	Sales Associate I	Northwest	7/10/2022	Retail	Individual	2546	Wileen McNellis	Oregon	Fitness	FT577	Slam ball - 10 lb	1	$46.95 	0%	$46.95 
1108999	900018213	Tony Hendricks	Senior Sales Representative	Central East	7/10/2022	Retail	Individual	2408	Glynis Laguerre	North Carolina	Fitness	FT825	Yoga block - 3 inch	2	$7.00 	0%	$14.00 
1109000	900018213	Tony Hendricks	Senior Sales Representative	Central East	7/10/2022	Retail	Individual	4108	Waylen O'Mohun	District of Columbia	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	4	$14.99 	0%	$59.96 
1109001	900014055	Daniel Phillips	Sales Associate II	Central East	7/10/2022	Retail	Individual	2725	Gary Beadel	North Carolina	Mineral water	MW132	Mineral Water - Orange -  20oz - case	4	$14.99 	0%	$59.96 
1109002	900015003	Cynthia Cash	Sales Associate III	Southeast	7/10/2022	Retail	Individual	2860	Pandora Punter	Florida	Mineral water	MW232	Mineral Water - Orange - 32oz - case	2	$20.99 	0%	$41.98 
1109003	900010898	Dana Hart	Sales Associate II	Southwest	7/10/2022	Wholesale	Business	3982	Schinner Group	California	Mineral water	MW262	Mineral Water - Strawberry - 32oz - case	152	$20.99 	13%	"$3,190.35 "
1109004	900017953	Carrie Jordan	Sales Associate I	S Central West	7/10/2022	Retail	Individual	1930	Nathanial Hagland	Arizona	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	1	$12.49 	0%	$12.49 
1109005	900013410	Kristen Phillips	Sales Associate III	Southeast	7/10/2022	Retail	Individual	2228	Mattias Merigon	Florida	Supplements	SP202	Iron 65 mg - 80 capsules	2	$4.75 	0%	$9.50 
1109006	900016439	Alyssa Jackson	Sales Associate IV	Northeast	7/10/2022	Retail	Individual	2666	Vania MacMurray	Pennsylvania	Supplements	SP305	Magnesium 250 mg - 160 tablets	2	$32.65 	0%	$65.30 
1109007	900013610	Sue Nguyen	Sales Associate I	Northwest	7/10/2022	Retail	Individual	2933	Ewan Skerrett	Washington	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1109008	900020001	Morten Shivers	Sales Representative	S Central West	7/10/2022	Retail	Individual	1874	Ursula MacAindreis	Utah	Supplements	SP203	Vitamin B-complex - 160 capsules	1	$19.52 	0%	$19.52 
1109009	900019334	Mitch White	Sales Associate I	Southeast	7/10/2022	Retail	Individual	4067	Benedetta Colly	Florida	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	2	$14.60 	0%	$29.20 
1109010	900013410	Kristen Phillips	Sales Associate III	Southeast	7/11/2022	Retail	Individual	4022	Gennifer Ballendine	Georgia	Fitness	FT258	Resistance bands - 50 lb	2	$14.99 	0%	$29.98 
1109011	900011079	Marla Phifer	Sales Representative	Southwest	7/11/2022	Retail	Individual	1297	Brunhilda Wailes	California	Fitness	FT280	Slam ball - 5 lb	1	$43.95 	0%	$43.95 
1109012	900010453	Sean Fetterman	Senior Sales Representative	Central East	7/11/2022	Retail	Individual	3593	Clem Baldin	District of Columbia	Mineral water	MW102	Mineral Water - Natural - 20oz - case	4	$12.99 	0%	$51.96 
1109013	900012283	Nicole Hansen	Sales Associate	N Central East	7/11/2022	Wholesale	Business	1850	Flatley Inc	Michigan	Mineral water	MW152	Mineral Water - Raspberry -  20oz - case	120	$14.99 	8%	"$1,798.72 "
1109014	900010428	Cory Hall	Sales Representative	N Central East	7/11/2022	Retail	Individual	1117	Frank Martini	Illinois	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	3	$14.99 	0%	$44.97 
1109015	900016625	Marshal Alexander	Sales Representative	Southeast	7/11/2022	Retail	Individual	1148	Geordie Stiggers	Florida	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	2	$14.99 	0%	$29.98 
1109016	900018483	Kendra Morales	Senior Sales Associate	S Central East	7/11/2022	Retail	Individual	1133	Dunn Tawton	New Mexico	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1109017	900012283	Nicole Hansen	Sales Associate	N Central East	7/12/2022	Retail	Individual	3197	Elga Pollicote	Illinois	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1109018	900014055	Daniel Phillips	Sales Associate II	Central East	7/12/2022	Retail	Individual	1263	Lonnie Shera	Tennessee	Supplements	SP123	Magnesium 250 mg - 100 tablets	2	$22.35 	0%	$44.70 
1109019	900010859	Nick Chen	Sales Representative	S Central East	7/12/2022	Retail	Individual	1861	Shaun Souttar	Texas	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	1	$6.99 	0%	$6.99 
1109020	900013621	Hannah Rosenstock	Sales Associate	Southwest	7/13/2022	Retail	Individual	3884	Brady Medeway	California	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	1	$14.99 	0%	$14.99 
1109021	900010453	Sean Fetterman	Senior Sales Representative	Central East	7/13/2022	Wholesale	Business	3394	Kling Group	Virginia	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	123	$20.99 	13%	"$2,581.64 "
1109022	900013649	John Ashwin	Senior Sales Representative	Central East	7/13/2022	Retail	Individual	2277	Loleta Pilley	Virginia	Mineral water	MW182	Mineral Water - Mango -  20oz - case	5	$14.99 	0%	$74.95 
1109023	900016625	Marshal Alexander	Sales Representative	Southeast	7/13/2022	Retail	Individual	2753	Spike Wedmore	Florida	Mineral water	MW202	Mineral Water - Natural -  32oz - case	1	$16.99 	0%	$16.99 
1109024	900016439	Alyssa Jackson	Sales Associate IV	Northeast	7/13/2022	Wholesale	Business	1900	Hauck LLC	New York	Mineral water	MW242	Mineral Water - Peach -32oz - case	111	$20.99 	2%	"$2,329.87 "
1109025	900013649	John Ashwin	Senior Sales Representative	Central East	7/13/2022	Retail	Individual	1841	Hoyt Stainfield	Tennessee	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1109026	900019856	Henry Rodriguez	Sales Associate I	Southwest	7/14/2022	Retail	Individual	2331	Pennie Sima	California	Fitness	FT422	Battle rope - 1.5 inch	2	$90.55 	0%	$181.10 
1109027	900010859	Nick Chen	Sales Representative	S Central East	7/14/2022	Wholesale	Business	2624	Jacobson Inc	Texas	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	143	$14.99 	3%	"$2,143.54 "
1109028	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	7/14/2022	Retail	Individual	4096	Mia Walkden	Texas	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	6	$14.99 	0%	$89.94 
1109029	900012995	Brenda Johnson	Senior Sales Representative	Central East	7/14/2022	Wholesale	Business	1435	Konopelski LLC	West Virginia	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	107	$20.99 	3%	"$2,245.90 "
1109030	900018483	Kendra Morales	Senior Sales Associate	S Central East	7/14/2022	Wholesale	Business	1501	Turner Inc	Texas	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	64	$14.99 	3%	$959.33 
1109031	900011212	Tricia Adams	Senior Sales Representative	Northwest	7/14/2022	Retail	Business	3885	Beahan Group	Washington	Mineral water	MW202	Mineral Water - Natural -  32oz - case	118	$16.99 	0%	"$2,004.82 "
1109032	900012506	Lisa Sanchez	Sales Associate V	N Central East	7/14/2022	Retail	Individual	1988	Atalanta Iveans	Illinois	Mineral water	MW202	Mineral Water - Natural -  32oz - case	1	$16.99 	0%	$16.99 
1109033	900012995	Brenda Johnson	Senior Sales Representative	Central East	7/14/2022	Wholesale	Business	1615	Stokes Group	North Carolina	Supplements	SP201	Calcium 400 IU - 140 tablets	123	$12.99 	3%	"$1,597.74 "
1109034	900012746	Becky Allen	Senior Sales Representative	N Central East	7/14/2022	Retail	Individual	2506	Jenna Crofts	Minnesota	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	2	$14.60 	0%	$29.20 
1109035	900013410	Kristen Phillips	Sales Associate III	Southeast	7/15/2022	Retail	Individual	3527	Idalia Stanlick	Georgia	Fitness	FT422	Battle rope - 1.5 inch	1	$90.55 	0%	$90.55 
1109036	900011079	Marla Phifer	Sales Representative	Southwest	7/15/2022	Wholesale	Business	1132	Beatty Group	California	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	143	$20.99 	7%	"$3,001.50 "
1109037	900013610	Sue Nguyen	Sales Associate I	Northwest	7/15/2022	Retail	Individual	2578	Susana Baglow	Washington	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	6	$14.99 	0%	$89.94 
1109038	900016320	Paul Turner	Sales Associate II	S Central East	7/15/2022	Wholesale	Business	1547	Nolan LLC	Oklahoma	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	145	$20.99 	6%	"$3,043.49 "
1109039	900013621	Hannah Rosenstock	Sales Associate	Southwest	7/15/2022	Wholesale	Business	1452	Feeney Group	California	Mineral water	MW252	Mineral Water - Raspberry - 32oz - case	115	$20.99 	13%	"$2,413.72 "
1109040	900017067	Christy Beedom	Senior Sales Representative	Southwest	7/15/2022	Retail	Individual	2632	Issi Ryburn	California	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1109041	900019856	Henry Rodriguez	Sales Associate I	Southwest	7/15/2022	Retail	Individual	3525	Sybyl Bulled	California	Supplements	SP306	Vitamin C-1000 mg - 80 tablets	1	$9.49 	0%	$9.49 
1109042	900015003	Cynthia Cash	Sales Associate III	Southeast	7/15/2022	Retail	Individual	1613	Mason Caddan	Georgia	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	2	$6.99 	0%	$13.98 
1109043	900018712	Dru Clingman	Sales Associate II	S Central East	7/16/2022	Retail	Individual	2222	Mayer Twydell	Texas	Fitness	FT853	Yoga mat - 6mm	2	$29.99 	0%	$59.98 
1109044	900016415	Marsha Green	Sales Representative	Northwest	7/16/2022	Wholesale	Business	2263	Jacobs LLC	Washington	Mineral water	MW122	Mineral Water - Blueberry - 32oz - case	148	$20.99 	4%	"$3,106.48 "
1109045	900019334	Mitch White	Sales Associate I	Southeast	7/16/2022	Retail	Individual	4104	Lyle Blunkett	Florida	Mineral water	MW122	Mineral Water - Blueberry - 32oz - case	3	$20.99 	0%	$62.97 
1109046	900018483	Kendra Morales	Senior Sales Associate	S Central East	7/16/2022	Retail	Individual	2603	Emmet Shmyr	Missouri	Mineral water	MW172	Mineral Water - Cranberry -  20oz - case	1	$14.99 	0%	$14.99 
1109047	900016625	Marshal Alexander	Sales Representative	Southeast	7/16/2022	Retail	Individual	2340	Nellie Itchingham	Florida	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	4	$20.99 	0%	$83.96 
1109048	900015961	Wynona Smith	Sales Associate III	Northeast	7/16/2022	Retail	Individual	2561	Bunny Trevan	New York	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	1	$14.99 	0%	$14.99 
1109049	900016625	Marshal Alexander	Sales Representative	Southeast	7/16/2022	Retail	Individual	2544	Haydon Ogles	Georgia	Supplements	SP601	Multivitamin - 90 capsules	2	$18.44 	0%	$36.88 
1109050	900012506	Lisa Sanchez	Sales Associate V	N Central East	7/17/2022	Retail	Individual	1120	Karon Gierhard	Illinois	Fitness	FT280	Slam ball - 5 lb	1	$43.95 	0%	$43.95 
1109051	900013410	Kristen Phillips	Sales Associate III	Southeast	7/17/2022	Retail	Business	1260	Kuhlman Group	Florida	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	123	$20.99 	0%	"$2,581.77 "
1109052	900013410	Kristen Phillips	Sales Associate III	Southeast	12/28/2021	Wholesale	Business	3373	Dietrich Inc	Florida	Mineral water	MW102	Mineral Water - Natural - 20oz - case	159	$12.99 	4%	"$2,065.37 "
1109053	900010453	Sean Fetterman	Senior Sales Representative	Central East	7/17/2022	Retail	Individual	1347	Eamon Salway	Tennessee	Mineral water	MW102	Mineral Water - Natural - 20oz - case	3	$12.99 	0%	$38.97 
1109054	900015499	Lauren Skip	Senior Sales Associate	N Central East	7/17/2022	Retail	Individual	3204	Ingamar Johanning	Kansas	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	1	$14.60 	0%	$14.60 
1109055	900020001	Morten Shivers	Sales Representative	S Central West	12/29/2021	Retail	Individual	3196	Win Ovanesian	Arizona	Fitness	FT682	Insulated water bottle - 40oz - Green	1	$28.79 	0%	$28.79 
1109056	900015003	Cynthia Cash	Sales Associate III	Southeast	7/17/2022	Retail	Individual	1633	Darius McQuaid	Georgia	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	1	$6.99 	0%	$6.99 
1109057	900016439	Alyssa Jackson	Sales Associate IV	Northeast	7/17/2022	Retail	Individual	2217	Ardelle Brandone	New York	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	2	$8.99 	0%	$17.98 
1109058	900016439	Alyssa Jackson	Sales Associate IV	Northeast	7/18/2022	Retail	Individual	3261	Joly Strapp	New York	Mineral water	MW102	Mineral Water - Natural - 20oz - case	3	$12.99 	0%	$38.97 
1109059	900012203	Christen Barrett	Sales Associate I	S Central East	7/18/2022	Retail	Individual	2360	Corrine Hurtic	Oklahoma	Mineral water	MW262	Mineral Water - Strawberry - 32oz - case	2	$20.99 	0%	$41.98 
1109060	900020001	Morten Shivers	Sales Representative	S Central West	7/18/2022	Retail	Individual	2689	Timotheus Walne	Colorado	Supplements	SP201	Calcium 400 IU - 140 tablets	2	$12.99 	0%	$25.98 
1109061	900010453	Sean Fetterman	Senior Sales Representative	Central East	7/18/2022	Retail	Individual	3041	Candie Frere	Virginia	Supplements	SP121	Flaxseed Oil 1000mg - 120 capsules	2	$16.99 	0%	$33.98 
1109062	900018712	Dru Clingman	Sales Associate II	S Central East	7/18/2022	Retail	Individual	1566	Charmion Le Gassick	Louisiana	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	1	$12.49 	0%	$12.49 
1109063	900019334	Mitch White	Sales Associate I	Southeast	7/18/2022	Retail	Individual	2895	Clemmy Scarr	Alabama	Supplements	SP602	Iron 65 mg - 150 capsules	2	$6.95 	0%	$13.90 
1109064	900019273	Michelle Howard	Sales Representative	Central East	7/18/2022	Retail	Individual	2908	Perri Demcik	District of Columbia	Supplements	SP305	Magnesium 250 mg - 160 tablets	1	$32.65 	0%	$32.65 
1109065	900010428	Cory Hall	Sales Representative	N Central East	7/19/2022	Wholesale	Business	2317	The Landon Hotel	Ohio	Mineral water	MW142	Mineral Water - Peach -  20oz - case	120	$14.99 	8%	"$1,798.72 "
1109066	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	7/19/2022	Retail	Individual	3660	Ilise Wasiela	Texas	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	1	$8.99 	0%	$8.99 
1109067	900017067	Christy Beedom	Senior Sales Representative	Southwest	7/20/2022	Retail	Individual	3028	Miltie Menlove	California	Fitness	FT598	Kettlebell - 15 lb	1	$49.99 	0%	$49.99 
1109068	900018712	Dru Clingman	Sales Associate II	S Central East	7/20/2022	Retail	Individual	3203	Brnaba Vasilechko	Missouri	Fitness	FT727	Resistance bands - 10 lb	1	$10.99 	0%	$10.99 
1109069	900012506	Lisa Sanchez	Sales Associate V	N Central East	7/20/2022	Retail	Individual	3752	Charlotta Downse	Iowa	Mineral water	MW172	Mineral Water - Cranberry -  20oz - case	2	$14.99 	0%	$29.98 
1109070	900016320	Paul Turner	Sales Associate II	S Central East	7/20/2022	Retail	Individual	3763	Orton Chaffin	Missouri	Supplements	SP202	Iron 65 mg - 80 capsules	1	$4.75 	0%	$4.75 
1109071	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	7/21/2022	Retail	Individual	4107	Alexis Cripps	Texas	Fitness	FT682	Insulated water bottle - 40oz - Green	1	$28.79 	0%	$28.79 
1109072	900014055	Daniel Phillips	Sales Associate II	Central East	7/21/2022	Retail	Individual	2304	Pavla Chree	Maryland	Fitness	FT589	Slam ball - 15 lb	1	$49.95 	0%	$49.95 
1109073	900011701	Susan Dixon	Sales Representative	Southeast	7/21/2022	Retail	Individual	1999	Alameda MacElroy	Florida	Mineral water	MW172	Mineral Water - Cranberry -  20oz - case	2	$14.99 	0%	$29.98 
1109074	900016625	Marshal Alexander	Sales Representative	Southeast	7/21/2022	Retail	Individual	3892	Rafael Richly	Florida	Mineral water	MW202	Mineral Water - Natural -  32oz - case	2	$16.99 	0%	$33.98 
1109075	900015696	Greg Wood	Sales Associate I	S Central West	7/21/2022	Retail	Individual	2732	Stuart Ruberti	Arizona	Mineral water	MW102	Mineral Water - Natural - 20oz - case	1	$12.99 	0%	$12.99 
1109076	900016439	Alyssa Jackson	Sales Associate IV	Northeast	7/21/2022	Retail	Individual	1669	Johann Misken	Pennsylvania	Mineral water	MW152	Mineral Water - Raspberry -  20oz - case	4	$14.99 	0%	$59.96 
1109077	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	7/21/2022	Retail	Individual	1976	Erik Grinley	Louisiana	Supplements	SP201	Calcium 400 IU - 140 tablets	2	$12.99 	0%	$25.98 
1109078	900010836	Constantine Acosta	Senior Sales Representative	Northwest	7/21/2022	Retail	Individual	2418	Allissa Johananov	Washington	Supplements	SP201	Calcium 400 IU - 140 tablets	1	$12.99 	0%	$12.99 
1109079	900012203	Christen Barrett	Sales Associate I	S Central East	7/21/2022	Retail	Individual	2036	Knox Bulford	Missouri	Supplements	SP203	Vitamin B-complex - 160 capsules	2	$19.52 	0%	$39.04 
1109080	900010453	Sean Fetterman	Senior Sales Representative	Central East	7/22/2022	Retail	Individual	2180	Yardley Kikke	Virginia	Fitness	FT300	Kettlebell - 10 lb	1	$39.99 	0%	$39.99 
